;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
333;[None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 1250009288.22};{u'date': u'2017-03-14', u'value': 534871062.21};Euro;[FORBSPC LX, BNBPRIV LX, FOREBSA LX, FOREBSI LX, FORBSPR LX];{u'isin': u'LU0823401574', u'bloomberg': u'FOREBSA LX', u'apir': None};13314;Euro;13406;{u'type': u'isin', u'value': u'LU0823401574'};LU0823401574;PARVEST EQUITY BEST SELECTION EURO [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/aafedb5c-1bde-4a7f-bfc3-2f12aa45774c/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823401731, LU0823402119, LU0823402036, LU0823401574, LU0823401905];[LU0823401731, LU0823402119, LU0823402036, LU0823401574, LU0823401905];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};PARVEST EQUITY BEST SELECTION EURO;{u'date': u'2017-03-14', u'value': 488.5};{u'date': u'2017-03-14', u'value': 488.5};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.7795904856}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.77302561931}, u'performance_5y': {u'date': u'2017-02-28', u'value': 54.0167904424}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.4207499588}};;FOREBSA LX;LU0823401574;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-best-selection-euro-classic-c-lu0823401574
334;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 6800256.9};{u'date': u'2017-03-13', u'value': 1155707.36};Euro;[PARBSEN LX, PARBXUA LX, PARBXUD LX, PARBXPE LX];{u'isin': u'LU0823398416', u'bloomberg': u'PARBXUA LX', u'apir': None};12680;Euro;12702;{u'type': u'isin', u'value': u'LU0823398416'};LU0823398416;PARVEST EQUITY BEST SELECTION EUROPE EX-UK [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/0b772f7d-2f75-4a94-8361-fe436c95a371/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823399067, LU0823398507, LU0823398416, LU0823398929];[LU0823399067, LU0823398507, LU0823398416, LU0823398929];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY BEST SELECTION EUROPE EX-UK;{u'date': u'2017-03-13', u'value': 156.76};{u'date': u'2017-03-13', u'value': 156.76};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.0229817325}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 4.8982869379}, u'performance_5y': {u'date': u'2017-02-28', u'value': 52.5855210819}, u'performance_3y': {u'date': u'2017-02-28', u'value': 11.4144641301}};;PARBXUA LX;LU0823398416;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-best-selection-europe-ex-uk-classic-c-lu0823398416
335;[None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 1820639288.69};{u'date': u'2017-03-14', u'value': 696155205.52};Euro;[FOEBSEC LX, FOEBSED LX, BNPBSCN LX, BNCHFPR LX, BNPEURP LX];{u'isin': u'LU0823399810', u'bloomberg': u'FOEBSEC LX', u'apir': None};13004;Euro;13218;{u'type': u'isin', u'value': u'LU0823399810'};LU0823399810;PARVEST EQUITY BEST SELECTION EUROPE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/25a58b75-990e-49cf-8572-5c9ecc5becc7/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823399810, LU0823400840, LU0823400766, LU0823400501, LU0823400097];[LU0823399810, LU0823400840, LU0823400766, LU0823400501, LU0823400097];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST EQUITY BEST SELECTION EUROPE;{u'date': u'2017-03-14', u'value': 208.16};{u'date': u'2017-03-14', u'value': 208.16};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 11.8662527909}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 4.279864163}, u'performance_5y': {u'date': u'2017-02-28', u'value': 44.8557929624}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.58655641504}};;FOEBSEC LX;LU0823399810;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-best-selection-europe-classic-c-lu0823399810
336;[None, None, None];Actions;{u'date': u'2017-03-14', u'value': 340532910.96};{u'date': u'2017-03-14', u'value': 1083340.15};Dollar;[PEBSWNU LX, PEBSWPR LX, PEBSWCL LX];{u'isin': u'LU0956005226', u'bloomberg': u'PEBSWCL LX', u'apir': None};17703;Dollar;17713;{u'type': u'isin', u'value': u'LU0956005226'};LU0956005226;PARVEST EQUITY BEST SELECTION WORLD [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/040b1337-1f41-4815-a94d-30ea2d23b0fa/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0956005572, LU0956005226, LU0950374610];[LU0956005572, LU0956005226, LU0950374610];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};PARVEST EQUITY BEST SELECTION WORLD;{u'date': u'2017-03-14', u'value': 98.55};{u'date': u'2016-06-10', u'value': 75.06};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.1863135693}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 6.88202247191}};;PEBSWCL LX;LU0956005226;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/parvest-equity-best-selection-world-classic-c-lu0956005226
337;[None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 228850475.47};{u'date': u'2017-03-14', u'value': 6691995.53};Dollar;[PARBRLC LX, PARBRAP LX, PARBRCE LX, PARBRCD LX, PARBRCC LX];{u'isin': u'LU0281906387', u'bloomberg': u'PARBRCE LX', u'apir': None};1488;Euro;17853;{u'type': u'isin', u'value': u'LU0281906387'};LU0281906387;PARVEST EQUITY BRAZIL [CLASSIC EUR, C];Equity;;[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0265267954, LU0265266980, LU0265267285, LU0265313147, LU0281906387];[LU0265267954, LU0265266980, LU0265267285, LU0265313147, LU0281906387];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY BRAZIL;{u'date': u'2017-03-14', u'value': 87.41};{u'date': u'2017-03-14', u'value': 87.41};Amérique latine;[];7;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-24', u'value': 91.7664052827}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 7.18085106383}};;PARBRCE LX;LU0281906387;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/parvest-equity-brazil-classic-eur-c-lu0281906387
338;[None, None, None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 186474210.74};{u'date': u'2017-03-14', u'value': 27236140.85};Dollar;[FOREGCE LX, INT4279 LX, INT4280 LX, FORECEC LX, PAREQPI LX, BNPEQCP LX, FOREGPC LX];{u'isin': u'LU0823425839', u'bloomberg': u'FOREGCE LX', u'apir': None};12994;Euro;13208;{u'type': u'isin', u'value': u'LU0823425839'};LU0823425839;PARVEST EQUITY CHINA [CLASSIC EUR, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/ec468c3d-dde1-4b34-999c-3abeddd629a2/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823426480, LU0823425912, LU0823425839, LU0823426720, LU0823426993, LU0823427025, LU0823426308];[LU0823426480, LU0823425912, LU0823425839, LU0823426720, LU0823426993, LU0823427025, LU0823426308];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY CHINA;{u'date': u'2017-03-14', u'value': 128.5};{u'date': u'2017-03-14', u'value': 128.5};APAC;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 30.7566462168}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 11.0851909452}, u'performance_5y': {u'date': u'2017-02-28', u'value': 34.6336223594}, u'performance_3y': {u'date': u'2017-02-28', u'value': 32.724442138}};;FOREGCE LX;LU0823425839;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/parvest-equity-china-classic-eur-c-lu0823425839
339;[None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 117538592.93};{u'date': u'2017-03-14', u'value': 49572016.66};Euro;[FOREEEA LX, FOREEEI LX, FOREEPC LX, BNPEEPR LX];{u'isin': u'LU0823403356', u'bloomberg': u'FOREEEA LX', u'apir': None};13017;Euro;13194;{u'type': u'isin', u'value': u'LU0823403356'};LU0823403356;PARVEST EQUITY EUROPE EMERGING [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/97606d29-831e-4926-ba69-979fee56dfc7/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823403356, LU0823403943, LU0823404081, LU0823403786];[LU0823403356, LU0823403943, LU0823404081, LU0823403786];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY EUROPE EMERGING;{u'date': u'2017-03-14', u'value': 110.32};{u'date': u'2017-03-14', u'value': 110.32};Europe;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 35.649981995}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -1.68783867816}, u'performance_5y': {u'date': u'2017-02-28', u'value': -4.77354118391}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.55464645094}};;FOREEEA LX;LU0823403356;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/parvest-equity-europe-emerging-classic-c-lu0823403356
340;[None, None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 556032811.77};{u'date': u'2017-03-14', u'value': 64039205.42};Euro;[PAEEGCU LX, FGEUCPR LX, BNEEPVI LX, FGEUCCE LX, FLEGECD LX, FGEUPEU LX];{u'isin': u'LU0823404248', u'bloomberg': u'FGEUCCE LX', u'apir': None};13321;Euro;13396;{u'type': u'isin', u'value': u'LU0823404248'};LU0823404248;PARVEST EQUITY EUROPE GROWTH [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/aed66c27-b39c-427e-9d28-b593a36dc412/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823404594, LU0823404834, LU1104425308, LU0823404750, LU0823404248, LU0823404917];[LU0823404594, LU0823404834, LU1104425308, LU0823404750, LU0823404248, LU0823404917];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY EUROPE GROWTH;{u'date': u'2017-03-14', u'value': 46};{u'date': u'2017-03-14', u'value': 46};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 11.1437668381}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 4.22407951208}, u'performance_5y': {u'date': u'2017-02-28', u'value': 45.822622108}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.77261731979}};;FGEUCCE LX;LU0823404248;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-europe-growth-classic-c-lu0823404248
341;[None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 92204359.41};{u'date': u'2017-03-14', u'value': 54665613.96};Euro;[PAREMCU LX, PAREMCL LX, PAREMCP LX, PAREUMB LX, PAREUMA LX];{u'isin': u'LU0066794719', u'bloomberg': u'PAREUMB LX', u'apir': None};1134;Euro;2188;{u'type': u'isin', u'value': u'LU0066794719'};LU0066794719;PARVEST EQUITY EUROPE MID CAP [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/c033349c-1628-4366-a592-450412b86dc7/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0066794479, LU0111451596, LU0283510112, LU0107059080, LU0066794719];[LU0066794479, LU0111451596, LU0283510112, LU0107059080, LU0066794719];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY EUROPE MID CAP;{u'date': u'2017-03-14', u'value': 753.48};{u'date': u'2017-03-14', u'value': 753.48};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 7.3110514899}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 4.9087423952}, u'performance_5y': {u'date': u'2017-02-28', u'value': 74.3167118715}, u'performance_3y': {u'date': u'2017-02-28', u'value': 26.1385939309}};;PAREUMB LX;LU0066794719;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-europe-mid-cap-classic-c-lu0066794719
342;[None, None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 1362391358.41};{u'date': u'2017-03-14', u'value': 569881218.44};Euro;[PREURLC LX, PREURCC LX, PREURPC LX, PESCRHU LX, PREURCD LX, PESMCCU LX];{u'isin': u'LU0212178916', u'bloomberg': u'PREURCC LX', u'apir': None};1434;Euro;3824;{u'type': u'isin', u'value': u'LU0212178916'};LU0212178916;PARVEST EQUITY EUROPE SMALL CAP [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/3a5242ac-6c97-468b-bbcb-857c108d8607/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0282885655, LU0212178676, LU0212178916, LU1104111114, LU0212180813, LU0212180490];[LU0282885655, LU0212178676, LU0212178916, LU1104111114, LU0212180813, LU0212180490];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};5;{u'date': u'2017-03-08', u'value': u'5'};PARVEST EQUITY EUROPE SMALL CAP;{u'date': u'2017-03-14', u'value': 197.31};{u'date': u'2017-03-14', u'value': 197.31};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 7.41408512266}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 5.09662348694}, u'performance_5y': {u'date': u'2017-02-28', u'value': 107.078154624}, u'performance_3y': {u'date': u'2017-02-28', u'value': 31.0055307523}};;PREURCC LX;LU0212178916;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-europe-small-cap-classic-c-lu0212178916
343;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 549697830.2};{u'date': u'2017-03-13', u'value': 466515362.31};Euro;[PARVEUL LX, PAREUCC LX, PAREUCD LX, PARVEUP LX];{u'isin': u'LU0177332227', u'bloomberg': u'PAREUCC LX', u'apir': None};1616;Euro;4236;{u'type': u'isin', u'value': u'LU0177332227'};LU0177332227;PARVEST EQUITY EUROPE VALUE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/711f3cf7-904c-4c89-8f81-a95d59d36e09/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0177332227, LU0177332490, LU0177332730, LU0177332573];[LU0177332227, LU0177332490, LU0177332730, LU0177332573];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST EQUITY EUROPE VALUE;{u'date': u'2017-03-13', u'value': 163.82};{u'date': u'2017-03-13', u'value': 163.82};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 10.9405526095}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 1.46166233123}, u'performance_5y': {u'date': u'2017-02-28', u'value': 39.8170946184}, u'performance_3y': {u'date': u'2017-02-28', u'value': 5.29104032846}};;PAREUCC LX;LU0177332227;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-europe-value-classic-c-lu0177332227
344;[None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 127933462.83};{u'date': u'2017-03-14', u'value': 112107352.45};Euro;[BNPEGRP LX, FGRMCDE LX, FGRMPEU LX, FGRMCCE LX];{u'isin': u'LU0823427611', u'bloomberg': u'FGRMCCE LX', u'apir': None};13315;Euro;13455;{u'type': u'isin', u'value': u'LU0823427611'};LU0823427611;PARVEST EQUITY GERMANY [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/c814c0a7-fa79-46ad-a77c-2efac4cb6037/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823428189, LU0823428007, LU0823427884, LU0823427611];[LU0823428189, LU0823428007, LU0823427884, LU0823427611];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST EQUITY GERMANY;{u'date': u'2017-03-14', u'value': 269.71};{u'date': u'2017-03-14', u'value': 269.71};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 18.9862081318}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 5.65283817135}, u'performance_5y': {u'date': u'2017-02-28', u'value': 55.8566484838}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.8035890188}};;FGRMCCE LX;LU0823427611;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/parvest-equity-germany-classic-c-lu0823427611
345;[None, None, None, None, None];Actions;{u'date': u'2017-03-14', u'value': 109482523.17};{u'date': u'2017-03-14', u'value': 10678145.22};Dollar;[PAREQPR LX, FEDPCDE LX, BNPDPEU LX, PAREQNE LX, FEDPCCE LX];{u'isin': u'LU0823406961', u'bloomberg': u'FEDPCCE LX', u'apir': None};13010;Euro;13190;{u'type': u'isin', u'value': u'LU0823406961'};LU0823406961;PARVEST EQUITY HIGH DIVIDEND PACIFIC [CLASSIC EUR, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/f0c36034-9bd6-4e11-b119-efbb208c0489/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823407001, LU0823407340, LU0823406961, LU0823407423, LU0823407266];[LU0823407001, LU0823407340, LU0823406961, LU0823407423, LU0823407266];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};PARVEST EQUITY HIGH DIVIDEND PACIFIC;{u'date': u'2017-03-14', u'value': 80.35};{u'date': u'2017-03-14', u'value': 80.35};APAC;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 23.6240993408}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.19108035371}, u'performance_5y': {u'date': u'2017-02-28', u'value': 47.4492594624}, u'performance_3y': {u'date': u'2017-02-28', u'value': 33.025404157}};;FEDPCCE LX;LU0823406961;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/parvest-equity-high-dividend-pacific-classic-eur-c-lu0823406961
346;[None, None, None, None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 79638480.62};{u'date': u'2017-03-13', u'value': 17736377.06};Dollar;[FEDUCPV LX, FEDUPUS LX, FEDUHDE LX, FEDUHCE LX, FEDUCEA LX, FEDUCCU LX, FEDUCDU LX];{u'isin': u'LU0823407779', u'bloomberg': u'FEDUCEA LX', u'apir': None};13320;Euro;13346;{u'type': u'isin', u'value': u'LU0823407779'};LU0823407779;PARVEST EQUITY HIGH DIVIDEND USA [CLASSIC EUR, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/ff4b63df-0061-4981-9868-e5d6b1fa71dd/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FLYER-BPF, DOC_FLYERP, DOC_FP, DOC_NOTICE-AMENDMENT, DOC_NOTICE-DIVIDEND, DOC_NOTICE-LIQUIDATION, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0823407779, LU0823407936, LU0823408231, LU0823408074, LU0823408660, LU0823408744, LU0823408157];[LU0823407779, LU0823407936, LU0823408231, LU0823408074, LU0823408660, LU0823408744, LU0823408157];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};PARVEST EQUITY HIGH DIVIDEND USA;{u'date': u'2017-03-13', u'value': 236.58};{u'date': u'2017-03-13', u'value': 236.58};Amérique du Nord;[];5;Actions américaines;{u'performance_1y': {u'date': u'2017-02-28', u'value': 22.7585498614}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 1.26268030647}, u'performance_5y': {u'date': u'2017-02-28', u'value': 98.143389971}, u'performance_3y': {u'date': u'2017-02-28', u'value': 58.0666490346}};;FEDUCEA LX;LU0823407779;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-americaines/parvest-equity-high-dividend-usa-classic-eur-c-lu0823407779
